,Unnamed: 0,Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição,data,PG,h2,PGreglin,PGregpol3,erroreglin,erroregpol
204,204,19120,QUEIMADO,826.67,8.29,20,0,20,11.82,79.74,,24/07/2022,2022-07-24,29.2478333333333,654.384761280893,28.701989178841337,28.65232418835245,0.545844154491963,0.5955091449808521
205,205,19120,QUEIMADO,826.64,8.38,20,0,20,11.85,79.52,,25/07/2022,2022-07-25,29.2719583333333,654.21265224544,28.69736255705974,28.647697566570855,0.5745957762735578,0.6242607667624434
206,206,19120,QUEIMADO,826.6,7.64,20,0,20,11.59,79.21,,26/07/2022,2022-07-26,29.754375,651.330962413871,28.690843226367477,28.641178235878584,1.0635317736325227,1.1131967641214153
207,207,19120,QUEIMADO,826.56,8.22,25,0,25,11.61,78.85,,27/07/2022,2022-07-27,37.88175,648.045133138819,36.561263953118214,36.70501764623656,1.3204860468817827,1.176732353763434
208,208,19120,QUEIMADO,826.52,7.64,20,0,20,11.72,78.58,,28/07/2022,2022-07-28,31.3969166666667,641.575521504365,28.67759426399292,28.627929273504023,2.7193224026737823,2.7689873931626785
209,209,19120,QUEIMADO,826.49,8.64,21,0,21,11.56,78.34,,29/07/2022,2022-07-29,29.92325,658.619713491141,30.224979534314368,30.201549929656387,0.30172953431436866,0.27829992965638795
210,210,19120,QUEIMADO,826.46,7.75,20,0,20,11.82,78.08,,30/07/2022,2022-07-30,29.5586666666667,652.343788216158,28.667079214489284,28.61741422400039,0.891587452177415,0.9412524426663076
211,211,19120,QUEIMADO,826.43,8.43,20,0,20,11.53,77.81,,31/07/2022,2022-07-31,29.7648333333333,651.099357287967,28.661401087757312,28.61173609726842,1.1034322455759877,1.1530972360648803
212,212,19120,QUEIMADO,826.39,7.71,20,0,20,11.3,77.54,,01/08/2022,2022-08-01,30.1655,648.699218281199,28.655722961025354,28.60605797053647,1.5097770389746472,1.5594420294635327
213,213,19120,QUEIMADO,826.36,7.06,20,0,20,11.1,77.25,,02/08/2022,2022-08-02,28.9349583333333,655.917760844311,28.649624232313258,28.59995924182437,0.285334101020041,0.33499909150893004
214,214,19120,QUEIMADO,826.32,7.8,20,0,20,11.37,76.99,,03/08/2022,2022-08-03,29.4809583333333,652.661531482342,28.64415640657137,28.594491416082477,0.8368019267619324,0.886466917250825
215,215,19120,QUEIMADO,826.29,7.8,20,0,20,11.19,76.72,,04/08/2022,2022-08-04,29.4223333333333,652.976863801656,28.638478279839394,28.588813289350504,0.7838550534939053,0.8335200439827943
216,216,19120,QUEIMADO,826.25,7.2,20,0,20,11.19,76.44,,05/08/2022,2022-08-05,29.81675,650.613540607181,28.63258985211736,28.582924861628463,1.1841601478826398,1.233825138371536
217,217,19120,QUEIMADO,826.22,7.8,20,0,20,11.24,76.17,,06/08/2022,2022-08-06,30.5215416666667,646.431944174207,28.6269117253854,28.577246734896512,1.8946299412812984,1.9442949317701874
218,218,19120,QUEIMADO,826.19,7.92,20,0,20,11.01,75.9,,07/08/2022,2022-08-07,30.2091666666667,648.241998472641,28.62123359865345,28.57156860816456,1.5879330680132497,1.6375980585021388
219,219,19120,QUEIMADO,826.15,6.5,20,0,20,10.84,75.6,,08/08/2022,2022-08-08,29.5187083333333,652.269163976089,28.614924568951267,28.565259578462374,0.9037837643820339,0.9534487548709265
220,220,19120,QUEIMADO,826.11,7.27,20,0,20,10.49,75.32,,09/08/2022,2022-08-09,30.3089166666667,647.574418108435,28.609036141229232,28.55937115074034,1.699880525437468,1.7495455159263607
221,221,19120,QUEIMADO,826.07,6.88,21,0,21,10.65,74.99,,10/08/2022,2022-08-10,30.5092083333333,654.912470517904,30.151006161056312,30.127576556398335,0.3582021722769895,0.38163177693496664
222,222,19120,QUEIMADO,826.04,6.96,19,0,19,10.67,74.74,,11/08/2022,2022-08-11,28.7730416666667,647.631090338382,27.05950638297852,26.990200571711327,1.7135352836881808,1.7828410949553728
223,223,19120,QUEIMADO,826.0,7.29,20,0,20,10.73,74.46,,12/08/2022,2022-08-12,30.335875,647.305619238075,28.590950256082994,28.5412852655941,1.7449247439170072,1.7945897344058999
224,224,19120,QUEIMADO,825.97,7.06,19,0,19,10.64,74.19,,13/08/2022,2022-08-13,28.2124583333333,651.037019732053,27.04851815624723,26.979212344980034,1.1639401770860687,1.2332459883532643
225,225,19120,QUEIMADO,825.93,6.69,20,0,20,10.68,73.9,,14/08/2022,2022-08-14,29.4239583333333,652.607291690459,28.57917340063892,28.52950841015003,0.844784932694381,0.8944499231832701
226,226,19120,QUEIMADO,825.9,7.38,20,0,20,10.73,73.65,,15/08/2022,2022-08-15,29.7349166666667,650.745582309479,28.573915875887113,28.524250885398217,1.1610007907795854,1.2106657812684816
227,227,19120,QUEIMADO,825.87,6.48,19,0,19,10.73,73.4,,16/08/2022,2022-08-16,28.8847083333333,646.768694710685,27.03273506694228,26.963429255675088,1.8519732663910204,1.9212790776582125
228,228,19120,QUEIMADO,825.83,6.69,20,0,20,10.4,73.11,,17/08/2022,2022-08-17,29.4006666666667,652.64449195094,28.562559622423187,28.512894631934294,0.8381070442435146,0.8877720347324072
229,229,19120,QUEIMADO,825.79,7.11,21,0,21,10.48,72.81,,18/08/2022,2022-08-18,30.4048333333333,655.218017246764,30.102868264428682,30.07943865977071,0.30196506890461805,0.32539467356259166
230,230,19120,QUEIMADO,825.75,6.72,22,0,22,10.74,72.47,,19/08/2022,2022-08-19,33.2834583333333,647.516173893561,31.652935454543037,31.6622459558936,1.6305228787902628,1.6212123774397007
231,231,19120,QUEIMADO,825.71,6.72,22,0,22,10.63,72.21,,20/08/2022,2022-08-20,33.4634166666667,646.512492116009,31.64692084622698,31.656231347577542,1.816495820439723,1.807185319089161
232,232,19120,QUEIMADO,825.68,7.53,22,0,22,11.13,71.94,,21/08/2022,2022-08-21,33.2287916666667,647.738915382829,31.64067490682181,31.64998540817237,1.5881167598448904,1.5788062584943319
233,233,19120,QUEIMADO,825.63,6.84,22,0,22,10.37,71.57,,22/08/2022,2022-08-22,33.3455,647.063939078378,31.632115656525855,31.64142615787641,1.7133843434741465,1.7040738421235915
234,234,19120,QUEIMADO,825.58,7.24,23,0,23,10.62,71.22,,23/08/2022,2022-08-23,33.9841666666667,651.50630247592,33.19159439811548,33.239932747538944,0.7925722685512255,0.7442339191277583
235,235,19120,QUEIMADO,825.54,6.88,22,0,22,10.65,70.89,,24/08/2022,2022-08-24,33.291875,647.261102414268,31.616385142468424,31.625695643818982,1.6754898575315735,1.666179356181015
236,236,19120,QUEIMADO,825.49,6.93,22,0,22,10.59,70.55,,25/08/2022,2022-08-25,33.3211666666667,647.054244741284,31.6085198854397,31.61783038679026,1.7126467812269972,1.7033362798764387
237,237,19120,QUEIMADO,825.45,7.02,22,0,22,10.4,70.25,,26/08/2022,2022-08-26,33.2495,647.398021693678,31.60157995276732,31.61089045411788,1.6479200472326774,1.6386095458821188
238,238,19120,QUEIMADO,825.41,6.33,22,0,22,10.23,69.9,,27/08/2022,2022-08-27,32.4399166666667,651.693362498918,31.593483364649522,31.602793866000084,0.846433302017175,0.8371228006666129
239,239,19120,QUEIMADO,825.36,6.44,22,0,22,9.93,69.56,,28/08/2022,2022-08-28,32.7335,650.071215750914,31.5856181076208,31.594928608971358,1.1478818923791998,1.1385713910286412
