,Código,Nome,Cota (m),Afluência (m³/s),Defluência (m³/s),Vazão Vertida (m³/s),Vazão Turbinada (m³/s),Vazão Natural (m³/s),Volume Útil (%),Vazão Incremental (m³/s),Data da Medição,data,PG,h2
237,19018,NOVA PONTE,800.27,58.22,181,0,181,71.38,48.7,,26/08/2022,2022-08-26,169.616875,689.868532034006
238,19018,NOVA PONTE,800.24,58,152,0,152,71.87,48.62,,27/08/2022,2022-08-27,143.734125,688.836030185591
239,19018,NOVA PONTE,800.24,61.67,105,0,105,72.44,48.6,,28/08/2022,2022-08-28,96.3585,692.12521298613
240,19018,NOVA PONTE,800.18,57.66,260,0,260,72.07,48.43,,29/08/2022,2022-08-29,242.599916666667,690.253686222248
241,19018,NOVA PONTE,800.12,60.01,313,0,313,73.45,48.26,,30/08/2022,2022-08-30,296.752791666667,688.424714882035
242,19018,NOVA PONTE,800.07,60.15,277,0,277,72.67,48.09,,31/08/2022,2022-08-31,258.456583333333,690.146083083963
243,19018,NOVA PONTE,800.01,65.11,253,0,253,71.02,47.93,,01/09/2022,2022-09-01,237.807625,689.273799095827
244,19018,NOVA PONTE,799.93,55.24,332,0,332,71.56,47.7,,02/09/2022,2022-09-02,311.593291666667,689.36074565837
245,19018,NOVA PONTE,799.88,59.51,204,0,204,70.83,47.58,,03/09/2022,2022-09-03,189.882791666667,690.222129948482
246,19018,NOVA PONTE,799.86,61.74,156,0,156,71.2,47.51,,04/09/2022,2022-09-04,139.524875,694.491351624869
247,19018,NOVA PONTE,799.78,57.93,303,0,303,71.48,47.32,,05/09/2022,2022-09-05,281.8435,690.195341072787
248,19018,NOVA PONTE,799.72,61.8,288,0,288,71.65,47.15,,06/09/2022,2022-09-06,269.104125,689.639033850747
249,19018,NOVA PONTE,799.64,59.25,298,0,298,69.04,46.94,,07/09/2022,2022-09-07,278.542125,689.521829907547
250,19018,NOVA PONTE,799.58,51.8,234,0,234,67.03,46.78,,08/09/2022,2022-09-08,218.540833333333,689.552536089076
251,19018,NOVA PONTE,799.5,54.79,325,0,325,68.61,46.57,,09/09/2022,2022-09-09,302.977791666667,689.672322391349
252,19018,NOVA PONTE,799.4,56.15,364,0,364,68.35,46.33,,10/09/2022,2022-09-10,339.83425,689.410778382985
253,19018,NOVA PONTE,799.39,57.7,108,0,108,68.41,46.28,,11/09/2022,2022-09-11,95.0823333333333,695.670493735193
254,19018,NOVA PONTE,799.3,60.79,331,0,331,67.63,46.06,,12/09/2022,2022-09-12,305.879416666667,690.430400594803
255,19018,NOVA PONTE,799.21,49.97,339,0,339,66.03,45.82,,13/09/2022,2022-09-13,312.065541666667,690.759768445548
256,19018,NOVA PONTE,799.1,50.19,402,0,402,65.78,45.53,,14/09/2022,2022-09-14,371.914333333333,690.106342007575
257,19018,NOVA PONTE,798.98,51.1,403,0,403,63.82,45.23,,15/09/2022,2022-09-15,382.434458333333,687.181407582304
258,19018,NOVA PONTE,798.91,59.95,349,0,349,69.77,45.04,,16/09/2022,2022-09-16,319.740958333333,690.976263797594
259,19018,NOVA PONTE,798.87,61.12,193,0,193,70.72,44.93,,17/09/2022,2022-09-17,175.869583333333,691.516108714559
260,19018,NOVA PONTE,798.85,62,106,0,106,70.28,44.89,,18/09/2022,2022-09-18,91.2087916666667,697.478656497334
261,19018,NOVA PONTE,798.77,59.06,323,0,323,70.68,44.67,,19/09/2022,2022-09-19,297.243625,690.353747334059
262,19018,NOVA PONTE,798.67,64.97,354,0,354,71.16,44.41,,20/09/2022,2022-09-20,323.127208333333,691.133813342788
263,19018,NOVA PONTE,798.53,53.46,487,0,487,74.72,44.06,,21/09/2022,2022-09-21,448.219666666667,690.100785285922
264,19018,NOVA PONTE,798.41,79.62,488,0,488,83.34,43.74,,22/09/2022,2022-09-22,448.139208333333,690.222400161303
265,19018,NOVA PONTE,798.32,144.43,446,0,446,112.92,43.5,,23/09/2022,2022-09-23,408.135625,690.511249791354
266,19018,NOVA PONTE,798.29,161.26,243,0,243,158.8,43.43,,24/09/2022,2022-09-24,218.966583333333,692.131216387551
267,19018,NOVA PONTE,798.31,142.71,105,0,105,150.12,43.46,,25/09/2022,2022-09-25,90.7555,696.481810968028
268,19018,NOVA PONTE,798.27,105.51,206,0,206,114.28,43.38,,26/09/2022,2022-09-26,189.625583333333,689.823865909687
269,19018,NOVA PONTE,798.18,92.41,350,0,350,101.09,43.14,,27/09/2022,2022-09-27,320.121458333333,690.426568949462
270,19018,NOVA PONTE,798.1,84.55,317,0,317,102.7,42.91,,28/09/2022,2022-09-28,287.756916666667,691.15736650918
271,19018,NOVA PONTE,798.04,114.57,322,0,322,115.39,42.76,,29/09/2022,2022-09-29,292.292916666667,691.09837361741
272,19018,NOVA PONTE,797.98,115.12,291,0,291,118.15,42.62,,30/09/2022,2022-09-30,264.930958333333,690.723384931817
273,19018,NOVA PONTE,797.97,118.88,188,0,188,128.25,42.57,,01/10/2022,2022-10-01,167.535625,692.983444723566
274,19018,NOVA PONTE,797.98,135.57,79,0,79,117.39,42.62,,02/10/2022,2022-10-02,65.991,699.569376442865
275,19018,NOVA PONTE,797.91,102.39,316,0,316,121.21,42.42,,03/10/2022,2022-10-03,289.007458333333,690.16271557013
276,19018,NOVA PONTE,797.84,101.09,321,0,321,115.56,42.23,,04/10/2022,2022-10-04,292.778125,690.387145234429
277,19018,NOVA PONTE,797.83,109.16,128,0,128,126.35,42.2,,05/10/2022,2022-10-05,112.566916666667,694.223938138275
278,19018,NOVA PONTE,797.8,150.79,245,0,245,158.86,42.13,,06/10/2022,2022-10-06,225.05125,689.581948389362
279,19018,NOVA PONTE,797.75,163.9,277,0,277,167.25,42.01,,07/10/2022,2022-10-07,254.726833333333,689.412379412073
280,19018,NOVA PONTE,797.77,163.25,113,0,113,158.03,42.05,,08/10/2022,2022-10-08,101.408041666667,692.04484808322
281,19018,NOVA PONTE,797.79,174.44,99,0,99,171.37,42.11,,09/10/2022,2022-10-09,89.1785,691.667045119206
282,19018,NOVA PONTE,797.74,80.31,206,0,206,164.87,41.97,,10/10/2022,2022-10-10,189.299625,689.480280213618
283,19018,NOVA PONTE,797.73,87.18,106,0,106,130.03,41.95,,11/10/2022,2022-10-11,94.4382083333333,692.769415808494
284,19018,NOVA PONTE,797.74,117.82,99,0,99,118.96,41.97,,12/10/2022,2022-10-12,89.5064166666667,691.226822300687
285,19018,NOVA PONTE,797.74,105,105,0,105,109.4,41.97,,13/10/2022,2022-10-13,94.6844166666667,691.50354404179
286,19018,NOVA PONTE,797.73,84.73,91,0,91,101.55,41.94,,14/10/2022,2022-10-14,83.7173333333333,689.347700932905
287,19018,NOVA PONTE,797.73,83.82,65,0,65,95.1,41.96,,15/10/2022,2022-10-15,60.15475,688.70127460587
288,19018,NOVA PONTE,797.73,84.18,103,0,103,88.41,41.94,,16/10/2022,2022-10-16,93.2884583333333,691.027386527097
289,19018,NOVA PONTE,797.74,76.52,108,0,108,84.71,41.98,,17/10/2022,2022-10-17,96.3220416666667,692.668171681895
290,19018,NOVA PONTE,797.72,70.36,108,0,108,80.09,41.94,,18/10/2022,2022-10-18,97.6690416666667,691.178811706799
291,19018,NOVA PONTE,797.71,64.97,109,0,109,75.86,41.9,,19/10/2022,2022-10-19,99.0049583333333,690.702353405199
292,19018,NOVA PONTE,797.7,63.04,107,0,107,73.38,41.86,,20/10/2022,2022-10-20,96.4087083333333,691.550769062634
293,19018,NOVA PONTE,797.69,69.02,113,0,113,73.04,41.86,,21/10/2022,2022-10-21,102.318291666667,691.015847215532
294,19018,NOVA PONTE,797.69,67.86,93,0,93,73.46,41.84,,22/10/2022,2022-10-22,79.3704583333333,697.145040149444
295,19018,NOVA PONTE,797.68,65.18,84,0,84,74.11,41.82,,23/10/2022,2022-10-23,71.1380833333333,697.908330555189
296,19018,NOVA PONTE,797.67,72.52,104,0,104,72.43,41.8,,24/10/2022,2022-10-24,92.7382083333333,692.616693217092
297,19018,NOVA PONTE,797.66,70.63,102,0,102,71.48,41.77,,25/10/2022,2022-10-25,92.0575,691.333046581401
298,19018,NOVA PONTE,797.63,73.06,161,0,161,75.06,41.7,,26/10/2022,2022-10-26,147.146666666667,689.956478317942
299,19018,NOVA PONTE,797.63,96.45,109,0,109,81,41.69,,27/10/2022,2022-10-27,97.0820833333334,692.700656673134
300,19018,NOVA PONTE,797.63,110,110,0,110,76.73,41.69,,28/10/2022,2022-10-28,98.8075,691.806629143284
301,19018,NOVA PONTE,797.61,48.86,118,0,118,74.26,41.63,,29/10/2022,2022-10-29,107.7205,690.062401134307
302,19018,NOVA PONTE,797.61,34.7,41,0,41,75.99,41.63,,30/10/2022,2022-10-30,34.034,699.815708831197
303,19018,NOVA PONTE,797.58,52.26,134,0,134,81.43,41.56,,31/10/2022,2022-10-31,123.002583333333,689.438148785013
304,19018,NOVA PONTE,797.54,131.42,257,0,257,92.01,41.46,,01/11/2022,2022-11-01,237.821041666667,688.521169438533
305,19018,NOVA PONTE,797.54,139.27,133,0,133,126.31,41.46,,02/11/2022,2022-11-02,119.715625,691.496620063502
306,19018,NOVA PONTE,797.54,145,145,0,145,141.97,41.46,,03/11/2022,2022-11-03,131.276666666667,690.879429108322
307,19018,NOVA PONTE,797.52,120.29,202,0,202,121.12,41.39,,04/11/2022,2022-11-04,185.432333333333,689.372008282554
308,19018,NOVA PONTE,797.5,104.47,161,0,161,110.07,41.35,,05/11/2022,2022-11-05,147.238333333333,689.759401889747
309,19018,NOVA PONTE,797.47,68.61,144,0,144,99.51,41.28,,06/11/2022,2022-11-06,127.751333333333,692.952908705405
310,19018,NOVA PONTE,797.45,60.61,136,0,136,93.34,41.22,,07/11/2022,2022-11-07,118.681416666667,694.641699794395
311,19018,NOVA PONTE,797.44,104.52,136,0,136,92.3,41.2,,08/11/2022,2022-11-08,118.781541666667,694.544966071903
312,19018,NOVA PONTE,797.43,104.63,136,0,136,103.53,41.17,,09/11/2022,2022-11-09,118.97225,694.369764137719
313,19018,NOVA PONTE,797.4,169.19,276,0,276,129.33,41.08,,10/11/2022,2022-11-10,248.162083333333,691.472015323037
314,19018,NOVA PONTE,797.42,198.78,136,0,136,158.22,41.13,,11/11/2022,2022-11-11,116.079125,696.865946418706
315,19018,NOVA PONTE,797.43,186.44,155,0,155,191.83,41.16,,12/11/2022,2022-11-12,137.614166666667,692.833822886404
316,19018,NOVA PONTE,797.43,151.59,139,0,139,190.05,41.17,,13/11/2022,2022-11-13,121.11625,694.776920847093
317,19018,NOVA PONTE,797.43,151.55,139,0,139,149.47,41.18,,14/11/2022,2022-11-14,121.235083333333,694.676202672837
318,19018,NOVA PONTE,797.43,126.45,139,0,139,129.21,41.17,,15/11/2022,2022-11-15,121.101791666667,694.78917512706
